frame_index,angle_deg
197,106.8860
198,105.4569
199,100.4937
200,99.5038
201,98.0292
202,96.1356
203,94.4697
204,93.6055
205,91.2609
206,89.9758
207,88.4035
208,87.1905
209,85.9244
210,82.7057
211,81.2419
212,79.1615
213,78.0601
214,77.6886
215,76.7740
216,75.2073
217,74.5163
218,73.2823
219,74.3179
220,73.8697
221,73.0550
222,71.8551
223,71.0140
224,70.4193
225,69.1535
226,68.1518
227,67.7717
228,67.3770
229,67.4790
230,66.8787
231,66.8646
232,67.1135
233,67.3347
234,66.8861
235,66.4778
236,66.5394
237,66.2594
238,66.2259
239,66.0541
240,66.1581
241,65.9884
242,65.3944
243,65.1814
244,64.6576
245,64.5284
246,64.0743
247,64.2233
248,64.5261
249,64.7205
250,64.5379
251,64.3480
252,64.1965
253,63.7378
254,62.7684
255,62.5665
256,62.4643
257,62.1309
258,61.7451
259,60.9272
260,61.2088
261,61.9385
262,64.4375
263,66.3148
264,67.5508
265,69.9524
266,71.8769
267,75.6949
268,77.3232
269,78.5922
270,79.8633
271,83.6505
272,84.9886
273,89.4085
274,90.6703
275,92.2298
276,94.6065
277,96.7569
278,98.3110
279,100.1485
280,102.4563
281,106.2444
282,110.1858
283,113.2100
284,116.2216
285,118.0346
286,120.7569
287,122.2558
288,122.6362
289,124.1822
290,122.2220
291,126.8069
292,124.7464
293,126.1767
294,126.8284
295,128.0826
296,129.6131
297,130.7576
298,134.0967
299,141.5550
300,139.2498
301,140.1604
302,141.9245
303,139.3655
304,141.0463
305,143.0825
306,141.0634
307,142.9262
308,143.3329
309,146.6255
310,148.2924
311,148.4348
312,149.8956
313,151.6929
314,151.9413
315,152.4391
316,154.4204
317,153.6317
318,153.3566
319,153.7400
320,154.5353
321,153.9796
322,153.9895
323,154.4772
324,155.7783
325,155.9849
326,156.8065
327,157.4750
328,157.3928
329,157.9961
330,159.3150
331,160.7948
332,161.4348
333,159.9810
334,159.9746
335,160.4576
336,160.1595
337,160.1216
338,157.2380
339,157.7542
340,157.2630
341,156.1047
342,155.4123
343,153.7908
344,151.7495
345,150.5927
346,152.2301
347,150.5339
348,149.1694
349,144.3888
350,144.4659
351,139.8560
352,136.7155
353,135.9870
354,136.6271
355,132.9555
356,130.2676
357,127.1382
358,125.8642
359,125.8528
360,124.1078
361,120.0871
362,118.0889
363,115.7641
364,111.5327
365,109.3187
366,105.5318
367,103.1480
368,102.3571
369,99.1877
370,97.1981
371,96.4380
372,95.4599
373,94.7128
374,92.8283
375,90.9705
376,88.8890
377,87.5189
378,86.5292
379,86.8256
380,84.6428
381,83.3262
382,81.5983
383,80.4826
384,78.9998
385,78.0297
386,77.1850
387,75.8249
388,75.4193
389,75.1347
390,73.9078
391,73.6074
392,72.4069
393,71.7195
394,72.2182
395,71.5989
396,70.8995
397,70.6072
398,70.3459
399,70.0784
400,69.5095
401,69.1281
402,68.5358
403,68.5666
404,67.9456
405,67.7097
406,67.8113
407,67.8713
408,68.1475
409,68.2036
410,67.5169
411,67.6670
412,67.0684
413,66.7521
414,66.5091
415,66.3581
416,65.3637
417,65.2722
418,64.9308
419,65.3091
420,65.8825
421,65.9205
422,64.9747
423,64.2403
424,63.9403
425,64.1058
426,63.4814
427,63.5131
428,63.6037
429,63.1869
430,62.9593
431,62.9287
432,62.4166
433,61.8891
434,61.4378
435,61.2564
436,62.0315
437,62.4397
438,62.0942
439,62.3296
440,63.0617
441,64.2559
442,66.4805
443,69.5611
444,71.7831
445,73.8714
446,77.2552
447,78.6901
448,82.0909
449,84.7816
450,87.7875
451,91.5966
452,93.1203
453,95.1078
454,98.5938
455,100.0284
456,101.3530
457,102.3045
458,104.7754
459,106.9631
460,108.3104
461,109.2985
462,113.3314
463,114.9569
464,116.1235
465,117.1689
466,117.9688
467,118.7830
468,119.8332
469,120.6666
470,121.2448
471,122.8272
472,122.9793
473,123.6870
474,124.2895
475,126.1723
476,128.0121
477,128.4126
478,129.6244
479,131.2503
480,132.5725
481,134.0304
482,133.5731
483,135.9460
484,135.2637
485,136.0798
486,136.9055
487,138.5140
488,138.9144
489,139.7244
490,140.4267
491,141.4970
492,141.5390
493,143.7954
494,146.4623
495,145.5924
496,144.7917
497,145.7799
498,145.7516
499,146.5192
500,143.8079
501,148.6158
502,150.1634
503,149.5042
504,149.4856
505,149.7376
506,150.8324
507,151.2221
508,152.5351
509,147.8052
510,152.9975
511,149.2865
512,149.7241
513,149.7019
514,150.9150
515,152.3745
516,152.2307
517,153.7570
518,151.9062
519,151.9067
520,152.8796
521,150.8656
522,149.8973
523,149.8220
524,149.7934
525,148.5245
526,148.1658
527,146.5089
528,143.1538
529,143.1274
530,138.0572
531,133.9318
532,133.0010
533,129.4508
534,130.2337
535,128.3392
536,124.8259
537,121.1779
538,118.4742
539,116.6027
540,113.3951
541,112.9091
542,110.7389
543,105.7848
544,101.8007
545,100.5720
546,98.7204
547,97.3098
548,94.7823
549,93.8935
550,93.0918
551,91.6836
552,90.2690
553,89.6434
554,88.3765
555,87.2505
556,85.1821
557,82.4325
558,80.4387
559,80.1718
560,78.6751
561,77.8705
562,76.7776
563,76.9435
564,76.8358
565,76.2945
566,75.7760
567,74.3428
568,73.6791
569,73.6117
570,73.3105
571,72.4362
572,72.1225
573,72.0862
574,71.2694
575,71.5077
576,70.4826
577,70.6528
578,70.0213
579,70.0893
580,70.1865
581,70.4194
582,69.9862
583,70.2574
584,70.4176
585,70.0055
586,70.0152
587,69.6847
588,69.6645
589,70.0021
590,69.8170
591,69.5942
592,69.0624
593,69.1158
594,69.1950
595,69.2216
596,68.4548
597,68.0411
598,68.5947
599,68.7217
600,68.9362
601,68.9326
602,68.9212
603,68.9764
604,68.4468
605,68.8347
606,68.4955
607,68.4945
608,68.6571
609,68.4991
610,68.3059
611,68.1063
612,67.7069
613,67.4716
614,66.8443
615,66.4439
616,66.3330
617,67.0487
618,67.0606
619,66.9898
620,66.6646
621,66.6486
622,66.5625
623,66.2309
624,66.2025
625,66.4609
626,65.9984
627,66.0272
628,66.7482
629,67.4345
630,68.3256
631,69.6243
632,72.7111
633,75.5493
634,80.1672
635,82.5247
636,85.2423
637,86.5521
638,89.0350
639,91.8999
640,93.9805
641,96.9400
642,97.7794
643,100.1348
644,102.3571
645,104.8269
646,107.5390
647,112.3937
648,113.1436
649,115.2705
650,115.4960
651,117.8813
652,120.0643
653,120.9770
654,123.1147
655,121.7264
656,123.0096
657,124.6826
658,126.5642
659,127.7771
660,130.0338
661,131.8460
662,133.4535
663,134.5147
664,136.1703
665,141.6276
666,141.1393
667,142.7015
668,143.5436
669,144.0566
670,143.8587
671,142.9734
672,144.0121
673,141.5385
674,143.1490
675,145.8427
676,148.9004
677,148.0365
678,147.8582
679,148.1611
680,149.2730
681,150.2572
682,149.7374
683,151.5999
684,151.9512
685,151.2259
686,152.0792
687,152.3170
688,153.5877
689,154.7271
690,154.5787
691,156.2173
692,155.9066
693,156.1039
694,156.4261
695,156.5277
696,154.3279
697,155.1894
698,154.0475
699,149.8206
700,148.6301
701,151.2214
702,150.5544
703,149.9114
704,149.7925
705,148.5416
706,147.3146
707,144.4535
708,140.5250
709,137.7810
710,136.5656
711,132.1439
712,131.1646
713,131.2294
714,129.5934
715,127.7306
716,124.7874
717,122.1858
718,121.8827
719,118.6494
720,114.0068
721,113.5002
722,113.0572
723,110.4810
724,106.8340
725,103.6544
726,101.9494
727,101.0461
728,99.0470
729,96.8787
730,96.2033
731,95.2307
732,92.5733
733,91.4247
734,89.6686
735,88.9370
736,88.3887
737,87.0196
738,86.6662
739,85.6294
740,84.1856
741,82.5340
742,80.7612
743,80.5228
744,79.9289
745,78.9303
746,77.8582
747,77.4655
748,75.2563
749,73.8889
750,73.2219
751,71.6090
752,70.8719
753,70.1473
754,69.7748
755,69.1534
756,69.1574
757,68.7467
758,67.9923
759,67.5768
760,66.9027
761,66.3538
762,66.6393
763,65.2998
764,64.3334
765,63.5495
766,63.0094
767,62.5173
768,62.5783
769,62.5791
770,62.1196
771,61.2967
772,58.2903
773,56.9965
774,56.1040
775,54.8636
776,53.1011
777,52.8683
778,54.2471
779,54.4522
780,55.6821
781,55.6894
782,55.6644
783,55.3218
784,55.2000
785,54.9392
786,54.6223
787,54.5646
788,54.3443
789,55.0604
790,55.0811
791,56.3552
792,57.6594
793,61.0610
794,63.6321
795,66.7390
796,69.7663
797,70.9094
798,73.3660
799,75.9963
800,79.2315
801,82.3527
802,83.5830
803,86.0594
804,87.8887
805,90.9596
806,91.4431
807,94.1702
808,97.5226
809,96.7089
810,97.9304
811,100.1152
812,102.8567
813,103.3237
814,105.4314
815,108.6546
816,110.5014
817,113.1632
818,114.1867
819,115.9226
820,119.4053
821,122.3157
822,125.3036
823,124.5254
824,127.5037
825,130.7246
826,132.8979
827,132.3539
828,135.3782
829,138.6302
830,138.3766
831,140.1138
832,139.7668
833,141.1179
834,141.8867
835,142.1350
836,142.9734
837,142.3664
838,142.6665
839,142.9865
840,142.9589
